         1731171 function calls (1687584 primitive calls) in 168.502 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:727(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
       28    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.000    0.000 threading_options.py:15(<module>)
        1    0.000    0.000    0.000    0.000 threading_options.py:25(ThreadingOptions)
        1    0.000    0.000    0.100    0.100 threadpoolctl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:1014(OpenMPController)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:105(<listcomp>)
        6    0.000    0.000    0.000    0.000 threadpoolctl.py:115(_format_docstring)
        6    0.000    0.000    0.000    0.000 threadpoolctl.py:116(decorator)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:149(_ThreadpoolLimiter)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:302(_ThreadpoolLimiterDecorator)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:320(threadpool_limits)
        3    0.000    0.000    0.000    0.000 threadpoolctl.py:321(<genexpr>)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:380(ThreadpoolController)
       10    0.000    0.000    0.000    0.000 threadpoolctl.py:381(<genexpr>)
        3    0.000    0.000    0.000    0.000 threadpoolctl.py:382(<genexpr>)
        3    0.000    0.000    0.000    0.000 threadpoolctl.py:456(<genexpr>)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:47(_dl_phdr_info)
        3    0.000    0.000    0.000    0.000 threadpoolctl.py:509(<genexpr>)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:786(LibController)
        3    0.000    0.000    0.000    0.000 threadpoolctl.py:787(<genexpr>)
        5    0.000    0.000    0.000    0.000 threadpoolctl.py:788(<genexpr>)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:838(OpenBLASController)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:914(BLISController)
        5    0.000    0.000    0.000    0.000 threadpoolctl.py:96(<genexpr>)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:965(MKLController)
        1    0.000    0.000    0.000    0.000 threadpoolctl.py:97(<listcomp>)
       12    0.000    0.000    0.000    0.000 threadpoolctl.py:99(<genexpr>)
        1    0.000    0.000    0.000    0.000 tile.py:1(<module>)
        3    0.000    0.000    0.001    0.000 timedeltas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timedeltas.py:28(TimedeltaIndex)
        4    0.000    0.000    0.000    0.000 timedeltas.py:54(_field_accessor)
        1    0.000    0.000    0.000    0.000 timedeltas.py:70(TimedeltaArray)
        1    0.000    0.000    0.000    0.000 timeit.py:3(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:83(Timer)
        1    0.000    0.000    0.193    0.193 timeline.py:15(<module>)
        1    0.000    0.000    0.000    0.000 timeline.py:265(_TensorTracker)
        1    0.000    0.000    0.000    0.000 timeline.py:32(AllocationMaximum)
        1    0.000    0.000    0.000    0.000 timeline.py:346(Timeline)
        1    0.000    0.000    0.000    0.000 timeline.py:44(StepStatsAnalysis)
        1    0.000    0.000    0.000    0.000 timeline.py:55(_ChromeTraceFormatter)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeout.py:19(Timeout)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeseries.py:15(<module>)
        1    0.000    0.000    0.118    0.118 tnc.py:25(<module>)
        1    0.000    0.000    0.020    0.020 toco_flags_pb2.py:5(<module>)
        3    0.000    0.000    0.000    0.000 toco_flags_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.021    0.021 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.041    0.041 topology.py:15(<module>)
        1    0.000    0.000    0.000    0.000 topology.py:44(Topology)
        1    0.000    0.000    0.000    0.000 topology_pb2.py:5(<module>)
        2    0.000    0.000    0.000    0.000 topology_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 torch.py:1(<module>)
        1    0.000    0.000    0.543    0.543 tpu.py:16(<module>)
        1    0.000    0.000    0.000    0.000 tpu.py:2032(_TPUInferenceContext)
        1    0.000    0.000    0.000    0.000 tpu.py:258(TPUReplicateContext)
        1    0.000    0.000    0.000    0.000 tpu.py:684(OutsideCompilationV2Context)
        1    0.000    0.000    0.000    0.000 tpu.py:837(PaddingSpec)
        1    0.000    0.000    0.000    0.000 tpu.py:847(XLAOptions)
        2    0.000    0.000    0.384    0.192 tpu_cluster_resolver.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tpu_cluster_resolver.py:45(_LocalCloudTpuClient)
        1    0.000    0.000    0.000    0.000 tpu_cluster_resolver.py:59(TPUClusterResolver)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:1017(TPUEmbedding)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:146(FeatureConfig)
        1    0.000    0.000    0.200    0.200 tpu_embedding.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:181(EnqueueData)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:1893(_OptimizerHandler)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:1913(_AdagradHandler)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:1985(_ProximalAdagradHandler)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:2062(_AdamHandler)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:2157(_FtrlHandler)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:223(RaggedEnqueueData)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:2257(_ProximalYogiHandler)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:2353(_MomentumHandler)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:2430(_RMSPropHandler)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:2520(_StochasticGradientDescentHandler)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:362(_OptimizationParameters)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:387(AdagradParameters)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:453(ProximalAdagradParameters)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:523(AdamParameters)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:53(TableConfig)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:613(FtrlParameters)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:726(ProximalYogiParameters)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:816(MomentumParameters)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:889(RMSPropParameters)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:957(StochasticGradientDescentParameters)
        1    0.000    0.000    0.042    0.042 tpu_embedding_configuration_pb2.py:5(<module>)
        3    0.000    0.000    0.000    0.000 tpu_embedding_configuration_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 tpu_embedding_output_layout_pb2.py:5(<module>)
        2    0.000    0.000    0.000    0.000 tpu_embedding_output_layout_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 tpu_embedding_v2.py:1405(TPUEmbeddingSaveable)
        1    0.000    0.000    0.015    0.015 tpu_embedding_v2.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tpu_embedding_v2.py:70(TPUShardedVariable)
        1    0.000    0.000    0.000    0.000 tpu_embedding_v2.py:94(TPUEmbedding)
        1    0.000    0.000    0.001    0.001 tpu_embedding_v2_utils.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tpu_embedding_v2_utils.py:165(SGD)
        1    0.000    0.000    0.000    0.000 tpu_embedding_v2_utils.py:266(Adagrad)
        1    0.000    0.000    0.000    0.000 tpu_embedding_v2_utils.py:377(Adam)
        1    0.000    0.000    0.000    0.000 tpu_embedding_v2_utils.py:46(_Optimizer)
        1    0.000    0.000    0.000    0.000 tpu_embedding_v2_utils.py:527(TableConfig)
        1    0.000    0.000    0.000    0.000 tpu_embedding_v2_utils.py:648(FeatureConfig)
        1    0.000    0.000    0.000    0.000 tpu_function.py:16(<module>)
        1    0.000    0.000    0.000    0.000 tpu_function.py:26(TpuContext)
        1    0.000    0.000    0.000    0.000 tpu_function.py:29(__init__)
        1    0.000    0.000    0.149    0.149 tpu_ops.py:16(<module>)
        1    0.000    0.000    0.000    0.000 tpu_optimizer.py:16(<module>)
        1    0.000    0.000    0.000    0.000 tpu_optimizer.py:32(CrossShardOptimizer)
        1    0.000    0.000    0.000    0.000 tpu_strategy.py:104(TPUStrategyV2)
        1    0.000    0.000    0.000    0.000 tpu_strategy.py:1401(_TPUReplicaContext)
        1    0.000    0.000    0.852    0.852 tpu_strategy.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tpu_strategy.py:476(TPUStrategy)
        1    0.000    0.000    0.000    0.000 tpu_strategy.py:555(TPUStrategyV1)
        1    0.000    0.000    0.000    0.000 tpu_strategy.py:656(TPUExtended)
        1    0.000    0.000    0.000    0.000 tpu_strategy_util.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tpu_system_metadata.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tpu_system_metadata.py:44(TPUSystemMetadata)
        1    0.000    0.000    0.569    0.569 tpu_values.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tpu_values.py:203(TPUDistributedVariable)
        1    0.000    0.000    0.000    0.000 tpu_values.py:270(TPUMirroredVariable)
        1    0.000    0.000    0.000    0.000 tpu_values.py:353(TPUSyncOnReadVariable)
        1    0.000    0.000    0.000    0.000 tpu_values.py:417(TPUAutoPolicy)
        1    0.000    0.000    0.000    0.000 tpu_values.py:489(TPUOnWritePolicy)
        1    0.000    0.000    0.000    0.000 tpu_values.py:542(TPUOnReadPolicy)
        1    0.000    0.000    0.000    0.000 tpu_values.py:78(TPUVariableMixin)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tr_interior_point.py:23(BarrierSubproblem)
        1    0.000    0.000    0.000    0.000 trace.py:130(trace_wrapper)
        1    0.000    0.000    0.306    0.306 trace.py:15(<module>)
        1    0.000    0.000    0.000    0.000 trace.py:156(inner_wrapper)
        1    0.000    0.000    0.000    0.000 trace.py:31(Trace)
        1    0.000    0.000    0.000    0.000 traceable_stack.py:15(<module>)
        1    0.000    0.000    0.000    0.000 traceable_stack.py:24(TraceableObject)
        1    0.000    0.000    0.000    0.000 traceable_stack.py:80(TraceableStack)
        2    0.000    0.000    0.000    0.000 traceable_stack.py:83(__init__)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
        1    0.001    0.001    0.001    0.001 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        2    0.000    0.000    0.001    0.000 trackable_object_graph_pb2.py:5(<module>)
       14    0.000    0.000    0.000    0.000 trackable_object_graph_pb2.py:6(<lambda>)
        1    0.000    0.000    0.053    0.053 tracking.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tracking.py:142(ResourceTracker)
        1    0.000    0.000    0.000    0.000 tracking.py:187(CapturableResourceDeleter)
        1    0.000    0.000    0.000    0.000 tracking.py:211(CapturableResource)
        1    0.000    0.000    0.000    0.000 tracking.py:288(TrackableResource)
        1    0.000    0.000    0.000    0.000 tracking.py:308(Asset)
        1    0.000    0.000    0.000    0.000 tracking.py:40(NotTrackable)
        1    0.000    0.000    0.000    0.000 tracking.py:51(AutoTrackable)
        1    0.000    0.000    0.000    0.000 training.py:137(Model)
        1    0.000    0.000   25.072   25.072 training.py:15(<module>)
        1    0.001    0.001    0.877    0.877 training.py:16(<module>)
        1    0.000    0.000    0.000    0.000 training_arrays_v1.py:15(<module>)
        1    0.000    0.000    0.000    0.000 training_arrays_v1.py:592(ArrayLikeTrainingLoop)
        1    0.000    0.000    0.034    0.034 training_distributed_v1.py:15(<module>)
        1    0.000    0.000    0.000    0.000 training_distributed_v1.py:580(DistributionSingleWorkerTrainingLoop)
        1    0.000    0.000    0.000    0.000 training_distributed_v1.py:785(DistributionMultiWorkerTrainingLoop)
        1    0.000    0.000    0.000    0.000 training_eager_v1.py:15(<module>)
        1    0.000    0.000    0.200    0.200 training_generator_v1.py:15(<module>)
        1    0.000    0.000    0.000    0.000 training_generator_v1.py:544(GeneratorOrSequenceTrainingLoop)
        1    0.000    0.000    0.000    0.000 training_generator_v1.py:641(EagerDatasetOrIteratorTrainingLoop)
        1    0.000    0.000    0.000    0.000 training_generator_v1.py:715(GeneratorLikeTrainingLoop)
        1    0.000    0.000    0.512    0.512 training_loop.py:16(<module>)
        1    0.000    0.000    0.000    0.000 training_ops.py:16(<module>)
        1    0.000    0.000    0.442    0.442 training_util.py:15(<module>)
        1    0.000    0.000    0.000    0.000 training_utils.py:124(RespectCompiledTrainableState)
        1    0.000    0.000    0.000    0.000 training_utils.py:15(<module>)
        1    0.000    0.000    0.000    0.000 training_utils_v1.py:111(MetricsAggregator)
        1    0.000    0.000    0.000    0.000 training_utils_v1.py:146(ConcatAggregator)
        1    0.000    0.000    0.167    0.167 training_utils_v1.py:15(<module>)
        1    0.000    0.000    0.000    0.000 training_utils_v1.py:1584(ModelInputs)
        1    0.000    0.000    0.000    0.000 training_utils_v1.py:1775(TrainingLoop)
        1    0.000    0.000    0.000    0.000 training_utils_v1.py:210(SliceAggregator)
        1    0.000    0.000    0.000    0.000 training_utils_v1.py:307(OutputsAggregator)
        1    0.000    0.000    0.000    0.000 training_utils_v1.py:63(Aggregator)
        1    0.000    0.000    0.246    0.246 training_v1.py:15(<module>)
        1    0.000    0.000    0.000    0.000 training_v1.py:2839(DistributedCallbackModel)
        1    0.000    0.000    0.000    0.000 training_v1.py:2879(_TrainingEndpoint)
        1    0.000    0.000    0.000    0.000 training_v1.py:3111(_TrainingTarget)
        1    0.000    0.000    0.000    0.000 training_v1.py:79(Model)
        1    0.000    0.000    0.037    0.037 transformer.py:15(<module>)
        1    0.000    0.000    0.000    0.000 transformer.py:159(_State)
        1    0.000    0.000    0.000    0.000 transformer.py:200(NodeStateTracker)
        1    0.000    0.000    0.000    0.000 transformer.py:32(AnalysisLevel)
        1    0.000    0.000    0.000    0.000 transformer.py:360(Base)
        1    0.000    0.000    0.000    0.000 transformer.py:41(Context)
        1    0.000    0.000    0.000    0.000 transformer.py:478(CodeGenerator)
        1    0.000    0.000    0.000    0.000 transformer.py:63(EntityInfo)
        1    0.000    0.000    0.000    0.000 transformer.py:87(_StateStack)
        1    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transpiler.py:147(_PythonFnFactory)
        1    0.000    0.000    0.064    0.064 transpiler.py:15(<module>)
        1    0.000    0.000    0.000    0.000 transpiler.py:227(GenericTranspiler)
        1    0.000    0.000    0.000    0.000 transpiler.py:368(PyToPy)
        1    0.000    0.000    0.000    0.000 transpiler.py:398(__init__)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:142(Transport)
        1    0.000    0.000    0.000    0.000 transports.py:166(DatagramTransport)
        1    0.000    0.000    0.000    0.000 transports.py:191(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 transports.py:245(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 traverse.py:15(<module>)
        1    0.000    0.000    0.021    0.021 trf.py:1(<module>)
        1    0.000    0.000    0.057    0.057 trf_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:454(VertexGroup)
        1    0.000    0.000    0.000    0.000 triangulation.py:5(Complex)
        1    0.000    0.000    0.000    0.000 triangulation.py:507(Cell)
        1    0.000    0.000    0.000    0.000 triangulation.py:521(Simplex)
        1    0.000    0.000    0.000    0.000 triangulation.py:533(Vertex)
        1    0.000    0.000    0.000    0.000 triangulation.py:612(VertexCache)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    0.000    0.000 trt_convert.py:117(TrtConversionParams)
        1    0.000    0.000    1.104    1.104 trt_convert.py:15(<module>)
        1    0.000    0.000    0.000    0.000 trt_convert.py:166(__new__)
        1    0.000    0.000    0.000    0.000 trt_convert.py:398(TrtGraphConverter)
        1    0.000    0.000    0.000    0.000 trt_convert.py:840(_TRTEngineResourceDeleter)
        1    0.000    0.000    0.000    0.000 trt_convert.py:855(_TRTEngineResource)
        1    0.000    0.000    0.000    0.000 trt_convert.py:881(TrtGraphConverterV2)
        1    0.000    0.000    0.000    0.000 trt_convert.py:99(TrtPrecisionMode)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        1    0.000    0.000    0.027    0.027 type_check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 type_checkers.py:120(TypeChecker)
        3    0.000    0.000    0.000    0.000 type_checkers.py:126(__init__)
        1    0.000    0.000    0.000    0.000 type_checkers.py:146(TypeCheckerWithDefault)
        3    0.000    0.000    0.000    0.000 type_checkers.py:148(__init__)
        1    0.000    0.000    0.000    0.000 type_checkers.py:158(IntValueChecker)
        5    0.000    0.000    0.000    0.000 type_checkers.py:162(CheckValue)
        1    0.000    0.000    0.000    0.000 type_checkers.py:179(EnumValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:199(UnicodeValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:235(Int32ValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:243(Uint32ValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:249(Int64ValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:255(Uint64ValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:268(FloatValueChecker)
        1    0.000    0.000    0.000    0.000 type_checkers.py:31(<module>)
        1    0.000    0.000    0.000    0.000 type_spec.py:15(<module>)
        1    0.000    0.000    0.000    0.000 type_spec.py:461(BatchableTypeSpec)
        1    0.000    0.000    0.000    0.000 type_spec.py:47(TypeSpec)
        7    0.000    0.000    0.000    0.000 type_spec.py:592(register_type_spec_from_value_converter)
      156    0.000    0.000    0.000    0.000 types.py:171(__get__)
        3    0.000    0.000    0.000    0.000 types.py:244(coroutine)
        6    0.000    0.000    0.000    0.000 types.py:79(resolve_bases)
        3    0.000    0.000    0.001    0.000 types_pb2.py:5(<module>)
        5    0.000    0.000    0.000    0.000 types_pb2.py:6(<lambda>)
        1    0.000    0.000    0.003    0.003 typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1006(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1026(Protocol)
        8    0.000    0.000    0.000    0.000 typing.py:1060(__init_subclass__)
       16    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:1124(runtime_checkable)
      105    0.000    0.000    0.000    0.000 typing.py:1149(cast)
     1313    0.003    0.000    0.008    0.000 typing.py:120(_type_check)
       15    0.000    0.000    0.000    0.000 typing.py:1362(overload)
       38    0.000    0.000    0.001    0.000 typing.py:1435(_alias)
        1    0.000    0.000    0.000    0.000 typing.py:1521(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1531(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1541(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1551(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1561(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing.py:1571(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing.py:1581(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing.py:1591(_make_nmtuple)
        1    0.000    0.000    0.000    0.000 typing.py:1593(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1594(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1613(NamedTupleMeta)
        2    0.000    0.000    0.000    0.000 typing.py:1615(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1644(NamedTuple)
      651    0.001    0.000    0.002    0.000 typing.py:172(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 typing.py:1734(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1735(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1749(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1760(TypedDict)
        1    0.000    0.000    0.000    0.000 typing.py:1803(NewType)
      310    0.000    0.000    0.000    0.000 typing.py:183(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1838(IO)
  241/205    0.001    0.000    0.007    0.000 typing.py:187(_subs_tvars)
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
        1    0.000    0.000    0.000    0.000 typing.py:1951(TextIO)
        1    0.000    0.000    0.000    0.000 typing.py:1986(io)
        1    0.000    0.000    0.000    0.000 typing.py:2001(re)
      212    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
      287    0.001    0.000    0.002    0.000 typing.py:219(_remove_dups_flatten)
        4    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
2033/1913    0.003    0.000    0.039    0.000 typing.py:255(inner)
        1    0.000    0.000    0.000    0.000 typing.py:281(_Final)
        5    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:290(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        7    0.000    0.000    0.000    0.000 typing.py:307(__new__)
        7    0.000    0.000    0.000    0.000 typing.py:320(__init__)
     1390    0.000    0.000    0.001    0.000 typing.py:324(__eq__)
     1999    0.001    0.000    0.001    0.000 typing.py:329(__hash__)
  402/287    0.002    0.000    0.017    0.000 typing.py:347(__getitem__)
      966    0.000    0.000    0.004    0.000 typing.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:489(ForwardRef)
      110    0.000    0.000    0.003    0.000 typing.py:496(__init__)
       16    0.000    0.000    0.000    0.000 typing.py:524(__eq__)
      320    0.000    0.000    0.000    0.000 typing.py:532(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:539(TypeVar)
       37    0.000    0.000    0.001    0.000 typing.py:586(__init__)
       52    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
     4773    0.002    0.000    0.004    0.000 typing.py:646(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing.py:650(_GenericAlias)
      638    0.004    0.000    0.016    0.000 typing.py:659(__init__)
     2022    0.000    0.000    0.000    0.000 typing.py:669(<genexpr>)
      205    0.001    0.000    0.011    0.000 typing.py:677(__getitem__)
      471    0.000    0.000    0.002    0.000 typing.py:685(<genexpr>)
      300    0.001    0.000    0.008    0.000 typing.py:689(copy_with)
      938    0.000    0.000    0.001    0.000 typing.py:711(__eq__)
2730/1851    0.002    0.000    0.004    0.000 typing.py:720(__hash__)
       13    0.000    0.000    0.000    0.000 typing.py:736(__mro_entries__)
        2    0.000    0.000    0.000    0.000 typing.py:742(<genexpr>)
     4773    0.006    0.000    0.010    0.000 typing.py:762(__setattr__)
        1    0.000    0.000    0.000    0.000 typing.py:798(_VariadicGenericAlias)
      206    0.001    0.000    0.007    0.000 typing.py:802(__getitem__)
       95    0.001    0.000    0.005    0.000 typing.py:818(__getitem_inner__)
      191    0.000    0.000    0.001    0.000 typing.py:830(<genexpr>)
       57    0.000    0.000    0.000    0.000 typing.py:839(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:845(Generic)
       24    0.000    0.000    0.000    0.000 typing.py:868(__new__)
       11    0.000    0.000    0.000    0.000 typing.py:878(__class_getitem__)
       23    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:889(<genexpr>)
       22    0.000    0.000    0.000    0.000 typing.py:900(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:936(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:943(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1167(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        1    0.000    0.000    0.128    0.128 tz.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 tz.py:328(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:874(tzrange)
        1    0.000    0.000    0.000    0.000 tzfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzfile.py:12(_byte_string)
        1    0.000    0.000    0.000    0.000 tzinfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 tzinfo.py:66(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 tzinfo.py:76(StaticTzInfo)
        1    0.000    0.000    0.001    0.001 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
